Ss;15;;;;Earthworks, remediation and temporary systems
Ss;15;10;;;Groundworks and earthworks systems
Ss;15;10;16;;Contaminant containment systems
Ss;15;10;16;75;Subsurface asbestos encapsulation cell systems
Ss;15;10;30;;Excavating, filling and erosion control systems
Ss;15;10;30;5;Backfill systems
Ss;15;10;30;25;Earthworks excavating systems
Ss;15;10;30;27;Earthworks filling systems
Ss;15;10;30;29;Earthworks filling systems around trees
Ss;15;10;30;31;Earthworks filling systems behind retaining walls
Ss;15;10;30;33;Erosion control systems
Ss;15;10;30;65;Puddled clay lining systems
Ss;15;10;30;90;Topsoil filling systems
Ss;15;10;33;;Ground gas disposal systems
Ss;15;10;33;34;Ground gas collection and venting systems
Ss;15;10;35;;Ground remediation systems
Ss;15;10;35;7;Bioremediation systems
Ss;15;10;35;12;Chemical stabilization systems
Ss;15;10;35;23;Deep dry soil mixing systems
Ss;15;10;35;25;Dynamic deep compaction systems
Ss;15;10;35;92;Vibro-compaction systems
Ss;15;10;35;94;Vibro-stone column systems
Ss;15;10;35;97;Wet soil mixing systems
Ss;15;10;45;;Landfill systems
Ss;15;10;76;;Site waste disposal systems
Ss;15;10;76;21;Dewatering systems
Ss;15;10;78;;Slurry wall systems
Ss;15;10;80;;Stabilization systems
Ss;15;10;80;15;Concrete column stabilization systems
Ss;15;10;80;70;Rock bolting and dowelling systems
Ss;15;10;80;75;Rock fissure grouting systems
Ss;15;10;80;80;Soil nailing systems
Ss;15;10;80;85;Subterranean void filling systems
Ss;15;30;;;Remediation, repair and renovation systems
Ss;15;30;10;;Building services remediation systems
Ss;15;30;12;;Ceramics repair and renovation systems
Ss;15;30;15;;Concrete and masonry cleaning systems
Ss;15;30;15;15;Concrete cleaning systems
Ss;15;30;15;50;Masonry cleaning systems
Ss;15;30;15;65;Preliminary concrete cleaning systems
Ss;15;30;15;66;Preliminary masonry cleaning systems
Ss;15;30;17;;Concrete repair and renovation systems
Ss;15;30;17;10;Bonded plate repair systems
Ss;15;30;17;12;Concrete crack repair or filling systems
Ss;15;30;17;14;Concrete mortar or overlay systems
Ss;15;30;17;16;Concrete protective coating systems
Ss;15;30;17;18;Concrete repair systems
Ss;15;30;17;85;Sprayed concrete repair systems
Ss;15;30;32;;Fungus and beetle eradication systems
Ss;15;30;32;5;Beetle eradication systems
Ss;15;30;32;15;Combined fungus and beetle treatment systems
Ss;15;30;32;35;Hot air infestation treatment systems
Ss;15;30;32;50;Masonry fungus treatment systems
Ss;15;30;32;85;Termite treatment systems
Ss;15;30;32;90;Timber fungus treatment systems
Ss;15;30;33;;Glass repair and renovation systems
Ss;15;30;50;;Masonry repair and renovation systems
Ss;15;30;50;50;Masonry repair systems
Ss;15;30;50;53;Mortar joint repair systems
Ss;15;30;50;55;Mortar repointing systems
Ss;15;30;52;;Metal repair and renovation systems
Ss;15;30;52;3;Aluminium repair systems
Ss;15;30;52;15;Copper repair systems
Ss;15;30;52;42;Iron repair systems
Ss;15;30;52;46;Lead repair systems
Ss;15;30;52;84;Steel repair systems
Ss;15;30;65;;Pipeline renovation systems
Ss;15;30;65;15;Close-fit plastics pipe lining systems
Ss;15;30;65;17;Continuous plastics pipe lining systems
Ss;15;30;65;20;Cured in place lining systems
Ss;15;30;65;65;Preformed lining systems
Ss;15;30;65;72;Rigidly anchored plastics inner layer (RAPL) lining systems
Ss;15;30;65;80;Spray lining systems
Ss;15;30;65;81;Spirally wound plastics pipe lining systems
Ss;15;30;90;;Timber repair and renovation systems
Ss;15;30;90;84;Timber joint strengthening systems
Ss;15;30;90;86;Timber section repair systems
Ss;15;30;90;90;Timber section strengthening systems
Ss;15;95;;;Temporary works systems
Ss;15;95;15;;Temporary preparatory works systems
Ss;15;95;15;10;Borehole systems
Ss;15;95;17;;Temporary protection systems
Ss;15;95;17;90;Temporary backfill systems
Ss;15;95;20;;Temporary whole entity structural works systems
Ss;15;95;20;30;Flying shores systems
Ss;15;95;20;32;Framed retention structure systems
Ss;15;95;20;70;Raking shores systems
Ss;15;95;20;72;Retention structure systems
Ss;15;95;20;75;Scaffold retention structure systems
Ss;15;95;20;87;Thrust pit systems
Ss;15;95;25;;Temporary wall and barrier systems
Ss;15;95;25;30;Temporary flood barrier systems
Ss;15;95;25;60;Temporary pedestrian barrier systems
Ss;15;95;25;70;Temporary rail barrier systems
Ss;15;95;25;75;Temporary road barrier systems
Ss;15;95;25;85;Temporary traffic barrier systems
Ss;15;95;25;90;Temporary water barrier systems
Ss;15;95;30;;Temporary roof, floor and paving systems
Ss;15;95;32;;Temporary water and land management systems
Ss;15;95;32;85;Sedimentation ponds
Ss;15;95;35;;Temporary stair and ramp systems
Ss;15;95;37;;Temporary tunnel, shaft, vessel and tower systems
Ss;15;95;40;;Temporary signage and fittings, furnishings and equipment (FF&E) systems
Ss;15;95;45;;Temporary flora and fauna systems
Ss;15;95;45;42;Intercropping systems
Ss;15;95;45;85;Spoil heap temporary crop systems
Ss;15;95;45;90;Topsoil heap temporary crop systems
Ss;15;95;50;;Temporary disposal systems
Ss;15;95;55;;Temporary piped supply systems
Ss;15;95;55;90;Tunnelling compressed air systems
Ss;15;95;60;;Temporary heating, cooling and refrigeration systems
Ss;15;95;65;;Temporary ventilation and air conditioning systems
Ss;15;95;70;;Temporary electrical systems
Ss;15;95;75;;Temporary communications, security, safety, control and protection systems
Ss;15;95;75;88;Temporary fire detection and alarm systems
Ss;15;95;75;89;Temporary security systems
Ss;15;95;80;;Temporary transport systems
Ss;15;95;80;2;Temporary access road systems
Ss;15;95;80;72;Temporary roadwork systems
Ss;15;95;85;;Temporary process engineering systems
Ss;15;95;90;;Temporary soft facility management services
Ss;20;;;;Structural systems
Ss;20;5;;;Substructure systems
Ss;20;5;15;;Concrete foundation systems
Ss;20;5;15;65;Precast concrete pad and strip foundation systems
Ss;20;5;15;70;Reinforced concrete pad and strip foundation systems
Ss;20;5;15;71;Reinforced concrete pilecap and ground beam foundation systems
Ss;20;5;15;72;Reinforced concrete raft foundation systems
Ss;20;5;15;80;Steel ground beam foundation systems
Ss;20;5;15;90;Unreinforced concrete foundation systems for cast-in products
Ss;20;5;15;91;Unreinforced concrete pad and strip foundation systems
Ss;20;5;15;92;Unreinforced concrete trench fill foundation systems
Ss;20;5;50;;Minor concrete substructure systems
Ss;20;5;50;15;Concrete haunching systems
Ss;20;5;50;65;Precast concrete foundation and plinth systems
Ss;20;5;50;70;Reinforced concrete foundation and plinth systems
Ss;20;5;50;92;Unreinforced concrete foundation for cast-in products systems
Ss;20;5;50;93;Unreinforced concrete foundation and plinth systems
Ss;20;5;65;;Piling systems
Ss;20;5;65;24;Driven precast or prestressed concrete piling systems
Ss;20;5;65;40;In situ concrete augered piling systems
Ss;20;5;65;41;In situ concrete bored piling systems
Ss;20;5;65;42;In situ concrete cased displacement piling systems
Ss;20;5;65;43;In situ concrete displacement piling systems
Ss;20;5;65;44;Concrete micro-piling systems
Ss;20;5;65;64;Plunge column piling systems
Ss;20;5;65;76;Screw piling systems
Ss;20;5;65;84;Steel bearing piling systems
Ss;20;5;65;89;Timber piling systems
Ss;20;5;80;;Structural grouting systems
Ss;20;5;80;12;Cementitious grout systems
Ss;20;5;80;40;Interstitial grouting systems
Ss;20;5;80;57;Non-cementitious grout systems
Ss;20;5;80;71;Retaining wall cementitious grout systems
Ss;20;5;80;73;Retaining wall self-hardening slurry systems
Ss;20;5;80;80;Soil nailing cementitious grout systems
Ss;20;5;90;;Underpinning systems
Ss;20;5;90;10;Beam and pier underpinning systems
Ss;20;5;90;35;Grouted underpinning systems
Ss;20;5;90;45;Jacked pile underpinning systems
Ss;20;5;90;46;Jet grouted underpinning systems
Ss;20;5;90;50;Mass concrete underpinning systems
Ss;20;5;90;60;Pile and cantilever support underpinning systems
Ss;20;5;90;61;Pile and needle underpinning systems
Ss;20;5;90;70;Raking pile underpinning systems
Ss;20;10;;;Structural frame systems
Ss;20;10;30;;Complete bridge structure systems
Ss;20;10;30;30;Footbridge systems
Ss;20;10;30;65;Pipe bridge systems
Ss;20;10;30;84;Steel arch bridge systems
Ss;20;10;60;;Prefabricated framed and panelled structures
Ss;20;10;60;33;Geodesic dome systems
Ss;20;10;60;34;Glazed enclosure systems
Ss;20;10;60;50;Modular pod systems
Ss;20;10;60;60;Panelled and framed modular systems
Ss;20;10;60;65;Prefabricated plantroom systems
Ss;20;10;60;84;Structural insulated panel systems
Ss;20;10;60;95;Volumetric modular systems
Ss;20;10;65;;Prefabricated room systems
Ss;20;10;65;12;Prefabricated catering room systems
Ss;20;10;65;15;Composite pods
Ss;20;10;65;17;Concrete pods
Ss;20;10;65;38;Prefabricated hospital care room systems
Ss;20;10;65;52;Prefabricated meeting room systems
Ss;20;10;65;58;Prefabricated office room systems
Ss;20;10;65;65;Polypropylene pods
